posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00059,2026-02-20,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Robotics,Seattle,WA,United States,Remote,Senior,Full-time,111000.0,149000.0,year,USD,AWS | Azure | Communication | Git | PLC | Project Management | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,6,True,Synthetic senior opportunity in robotics focused on AWS and collaborative problem solving.,Reese Lewis,reese.lewis58@example.org,(206) 555-0158,synthetic_job_board,SYN-20260220-00059,True
CP-00060,2026-05-11,IT Support Specialist,IT Support Specialist,Information Technology,Front Range Controls,Retail,Boston,MA,United States,On-site,Senior,Full-time,70000.0,92000.0,year,USD,Linux | Networking | Technical Support | Windows,Azure | Project Management | Python,Associate degree,6,False,Synthetic senior opportunity in retail focused on Linux and collaborative problem solving.,Riley Clark,riley.clark59@example.com,(555) 555-0159,synthetic_job_board,SYN-20260511-00060,True
CP-00061,2026-07-09,Industrial Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Northstar Robotics,Advanced Manufacturing,Seattle,WA,United States,On-site,Mid Level,Full-time,90000.0,123000.0,year,USD,Communication | Control Systems | MATLAB | PLC | Python,Arduino | Git | Project Management | Robotics | SQL,Bachelor's degree,6,False,Synthetic mid level opportunity in advanced manufacturing focused on Communication and collaborative problem solving.,Drew Davis,drew.davis60@example.org,(206) 555-0160,synthetic_job_board,SYN-20260709-00061,True
CP-00062,2026-03-21,Product Data Analyst,Product Analyst,Data & Analytics,Blue Ridge Analytics,Consumer Technology,Raleigh,NC,United States,Hybrid,Entry Level,Full-time,50000.0,68000.0,year,USD,Communication | Data Visualization | Excel | Product Analytics,JavaScript | Power BI | Project Management | Statistics | Tableau,Bachelor's degree preferred,0,True,Synthetic entry level opportunity in consumer technology focused on Communication and collaborative problem solving.,Casey Garcia,casey.garcia61@example.org,(919) 555-0161,synthetic_job_board,SYN-20260321-00062,True
CP-00063,2026-07-13,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Robotics,Portland,OR,United States,Hybrid,Associate,Full-time,67000.0,85000.0,year,USD,Arduino | C++ | Embedded C | Microcontrollers,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree preferred,3,True,Synthetic associate opportunity in robotics focused on Arduino and collaborative problem solving.,Morgan Nguyen,morgan.nguyen62@example.net,(555) 555-0162,synthetic_job_board,SYN-20260713-00063,True
CP-00064,2026-04-05,Reporting Analyst,Data Analyst,Data & Analytics,Great Lakes Data Cooperative,Retail,Chicago,IL,United States,Hybrid,Internship,Internship,31000.0,42000.0,year,USD,Communication | Excel | Power BI | Python | Tableau,Project Management | Statistics,High school diploma,0,True,Synthetic internship opportunity in retail focused on Communication and collaborative problem solving.,Drew Lewis,drew.lewis63@example.com,,synthetic_job_board,SYN-20260405-00064,True
CP-00065,2026-07-07,Associate Software Developer,Junior Developer,Software Engineering,Redwood Product Studio,E-commerce,Raleigh,NC,United States,Remote,Entry Level,Full-time,52000.0,62000.0,year,USD,Azure | Git | Project Management | Python,AWS | Java | Linux | Project Management,Bachelor's degree,2,True,Synthetic entry level opportunity in e-commerce focused on Azure and collaborative problem solving.,Quinn Lewis,quinn.lewis64@example.net,(919) 555-0164,synthetic_job_board,SYN-20260707-00065,True
CP-00066,2026-05-13,Embedded Software Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Northstar Robotics,Automotive,Atlanta,GA,United States,Hybrid,Internship,Internship,41000.0,49000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | Python | RTOS,Bachelor's degree preferred,0,True,Synthetic internship opportunity in automotive focused on Arduino and collaborative problem solving.,Quinn Lee,quinn.lee65@example.com,(555) 555-0165,synthetic_job_board,SYN-20260513-00066,True
CP-00067,2026-02-16,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Front Range Controls,Aerospace,Raleigh,NC,United States,On-site,Associate,Full-time,68000.0,88000.0,year,USD,Altium | AutoCAD | Circuit Design | MATLAB | PLC | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,2,False,Synthetic associate opportunity in aerospace focused on Altium and collaborative problem solving.,Reese Lewis,reese.lewis66@example.net,(919) 555-0166,synthetic_job_board,SYN-20260216-00067,True
CP-00068,2026-04-27,Software Engineer,Software Engineer,Software Engineering,Cascade Secure Systems,Cloud Services,Phoenix,AZ,United States,Remote,Senior,Full-time,119000.0,141000.0,year,USD,AWS | Azure | Communication | JavaScript,Azure | C++ | Communication | Docker | Project Management,Associate degree,8,True,Synthetic senior opportunity in cloud services focused on AWS and collaborative problem solving.,Morgan Garcia,morgan.garcia67@example.com,(555) 555-0167,synthetic_job_board,SYN-20260427-00068,True
CP-00069,2026-06-01,Junior Data Analyst,Data Analyst,Data & Analytics,Orchard Education Labs,Consulting,Baltimore,MD,United States,Hybrid,Internship,Internship,27000.0,37000.0,year,USD,Communication | Excel | Power BI | SQL,Project Management | Statistics,Bachelor's degree preferred,0,True,Synthetic internship opportunity in consulting focused on Communication and collaborative problem solving.,Casey Brown,casey.brown68@example.net,(410) 555-0168,synthetic_job_board,SYN-20260601-00069,True
CP-00070,2026-05-28,Full Stack Engineer,Software Engineer,Software Engineering,Harborlight HealthTech,Software,Salt Lake City,UT,United States,Hybrid,Mid Level,Full-time,88000.0,111000.0,year,USD,Git | Java | Python | React,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree,5,True,Synthetic mid level opportunity in software focused on Git and collaborative problem solving.,Casey Kim,casey.kim69@example.org,(555) 555-0169,synthetic_job_board,SYN-20260528-00070,True
CP-00071,2026-05-08,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Rainier Cloud Group,Government Technology,Boston,MA,United States,On-site,Senior,Full-time,124000.0,157000.0,year,USD,Cybersecurity | Incident Response | Linux | Python,AWS | Azure | Project Management | SQL,No degree specified,6,False,Synthetic senior opportunity in government technology focused on Cybersecurity and collaborative problem solving.,Quinn Patel,quinn.patel70@example.com,(555) 555-0170,synthetic_job_board,SYN-20260508-00071,True
CP-00072,2026-02-10,Junior Network Engineer,Network Engineer,Information Technology,Front Range Controls,Managed Services,Indianapolis,IN,United States,Flexible-ish,Internship,Internship,33000.0,46000.0,year,USD,Cisco | Communication | Cybersecurity | Networking,Azure | SIEM,Bachelor's degree,0,False,Synthetic internship opportunity in managed services focused on Cisco and collaborative problem solving.,Drew Davis,drew.davis71@example.net,(317) 555-0171,synthetic_job_board,SYN-20260210-00072,True
CP-00073,2026-05-10,Junior Data Analyst,Data Analyst,Data & Analytics,Orchard Education Labs,Retail,Boston,MA,United States,On-site,Entry Level,Part-time,47000.0,62000.0,year,USD,Data Visualization | Power BI | SQL | Tableau,Project Management | Statistics,Bachelor's degree,1,False,Synthetic entry level opportunity in retail focused on Data Visualization and collaborative problem solving.,Skyler Patel,skyler.patel72@example.net,(555) 555-0172,synthetic_job_board,SYN-20260510-00073,True
CP-00074,2026-07-27,Associate Software Developer,Junior Developer,Software Engineering,Potomac Digital Services,Digital Agency,Boston,MA,United States,Remote,Entry Level,Full-time,56000.0,73000.0,year,USD,Communication | Git | Python | SQL,C++ | Project Management,Bachelor's degree preferred,2,True,Synthetic entry level opportunity in digital agency focused on Communication and collaborative problem solving.,Quinn Kim,quinn.kim73@example.com,(555) 555-0173,synthetic_job_board,SYN-20260727-00074,True
CP-00075,2026-04-25,Data Analyst,Data Analyst,Data & Analytics,Front Range Controls,Healthcare,Chicago,IL,United States,Remote,Mid Level,Full-time,72000.0,90000.0,year,USD,Communication | Git | SQL | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree preferred,6,True,Synthetic mid level opportunity in healthcare focused on Communication and collaborative problem solving.,Drew Davis,drew.davis74@example.com,(555) 555-0174,synthetic_job_board,SYN-20260425-00075,True
CP-00076,2026-06-20,IT Support Specialist,IT Support Specialist,Information Technology,Peachtree Technology Group,Healthcare,Baltimore,MD,United States,Remote,Internship,Internship,22000.0,30000.0,year,USD,Azure | Linux | Networking | Project Management | Technical Support | Ticketing Systems | Windows,Azure | Cybersecurity | Project Management | Python,Bachelor's degree preferred,0,True,Synthetic internship opportunity in healthcare focused on Azure and collaborative problem solving.,Casey Brown,casey.brown75@example.com,(410) 555-0175,synthetic_job_board,SYN-20260620-00076,True
CP-00077,2026-03-07,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Redwood Product Studio,Energy,Baltimore,MD,United States,Hybrid,Associate,Full-time,65000.0,87000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design | Communication | PLC | Python,Arduino | Git | LabVIEW | Project Management,Bachelor's degree,2,True,Synthetic associate opportunity in energy focused on Altium and collaborative problem solving.,Drew Nguyen,drew.nguyen76@example.net,(410) 555-0176,synthetic_job_board,SYN-20260307-00077,True
CP-00078,2026-05-21,Data Analyst,Data Analyst,Data & Analytics,Keystone Energy Works,Healthcare,Seattle,WA,United States,Hybrid,Entry Level,Full-time,53000.0,74000.0,year,USD,Communication | Power BI | Python | SQL | Tableau,AWS | Git | Statistics,No degree specified,2,True,Synthetic entry level opportunity in healthcare focused on Communication and collaborative problem solving.,Parker Nguyen,parker.nguyen77@example.net,(206) 555-0177,synthetic_job_board,SYN-20260521-00078,True
CP-00079,2026-05-12,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Great Lakes Data Cooperative,Robotics,Indianapolis,IN,United States,On-site,Associate,Full-time,,,year,USD,Altium | AutoCAD | Circuit Design | PLC | Python,Git | Project Management,Bachelor's degree preferred,2,False,Synthetic associate opportunity in robotics focused on Altium and collaborative problem solving.,Morgan Nguyen,morgan.nguyen78@example.org,(317) 555-0178,synthetic_job_board,SYN-20260512-00079,True
CP-00080,2026-06-24,Reporting Analyst,Data Analyst,Data & Analytics,Summit Network Partners,Healthcare,Raleigh,NC,United States,Hybrid,Associate,Part-time,,,year,USD,Communication | Data Visualization | Power BI | Python,Git | Statistics,Bachelor's degree,1,True,Synthetic associate opportunity in healthcare focused on Communication and collaborative problem solving.,Drew Nguyen,drew.nguyen79@example.net,(919) 555-0179,synthetic_job_board,SYN-20260624-00080,True
CP-00081,2026-05-12,Application Developer,Software Engineer,Software Engineering,Northstar Robotics,Software,Columbus,OH,United States,Hybrid,Mid Level,Part-time,87000.0,112000.0,year,USD,AWS | Git | Java | JavaScript | Linux | Python | React,Azure | C++ | Communication | Docker | Project Management,High school diploma,6,True,Synthetic mid level opportunity in software focused on AWS and collaborative problem solving.,Casey Martin,casey.martin80@example.org,(555) 555-0180,synthetic_job_board,SYN-20260512-00081,True
CP-00082,2026-07-06,Junior Network Engineer,Network Engineer,Information Technology,Potomac Digital Services,Telecommunications,Pittsburgh,PA,United States,Hybrid,Associate,Full-time,65000.0,77000.0,year,USD,Cybersecurity | Linux | Networking | Python,AWS | Azure | Project Management,Bachelor's degree preferred,2,True,Synthetic associate opportunity in telecommunications focused on Cybersecurity and collaborative problem solving.,Skyler Garcia,skyler.garcia81@example.com,(555) 555-0181,synthetic_job_board,SYN-20260706-00082,True
CP-00083,2026-05-26,Software Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,Cloud Services,Columbus,OH,United States,Remote,Mid Level,Contract,85000.0,109000.0,year,USD,AWS | Azure | Java | Linux | Project Management,Azure | C++ | Communication,Bachelor's degree,6,True,Synthetic mid level opportunity in cloud services focused on AWS and collaborative problem solving.,Riley Garcia,riley.garcia82@example.net,(555) 555-0182,synthetic_job_board,SYN-20260526-00083,True
CP-00084,2026-07-07,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Potomac Digital Services,Aerospace,Chicago,IL,United States,Hybrid,Entry Level,Part-time,58000.0,74000.0,year,USD,C++ | Circuit Design | Embedded C | Microcontrollers,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree preferred,2,True,Synthetic entry level opportunity in aerospace focused on C++ and collaborative problem solving.,Morgan Garcia,morgan.garcia83@example.org,(555) 555-0183,synthetic_job_board,SYN-20260707-00084,True
CP-00085,2026-02-09,Application Developer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,Software,Austin,TX,United States,On-site,Entry Level,Full-time,66000.0,83000.0,year,USD,AWS | Git | Java | JavaScript | Python | React | SQL,Azure | C++ | Docker | Project Management,Associate degree,0,False,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Morgan Garcia,morgan.garcia84@example.net,(512) 555-0184,synthetic_job_board,SYN-20260209-00085,True
CP-00086,2026-04-27,Controls Engineer,Automation Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Advanced Manufacturing,Austin,TX,United States,On-site,Associate,Full-time,76000.0,90000.0,year,USD,AutoCAD | Communication | Control Systems | MATLAB | PLC,Git | Project Management | Robotics,Bachelor's degree,2,False,Synthetic associate opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Parker Patel,parker.patel85@example.org,(512) 555-0185,synthetic_job_board,SYN-20260427-00086,True
